post_title,post_name,ID,post_excerpt,post_content,post_status,menu_order,post_date,post_author,comment_status,sku,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class
test,test,5204,,,publish,0,08/09/2017 19:38,1,open,,no,no,,,,,,,,,,instock,no,no,taxable,,,,,,-1,-1,,,,,,simple,,,,
Shea Moisture Coconut &amp; Hibiscus Style Milk 8oz,shea-moisture-coconut-hibiscus-style-milk-8oz,5207,,"Shea Moisture Coconut &amp; Hibiscus Style Milk is made of natural ingredients for natural thick, Curly hairs.",publish,0,08/09/2017 19:47,1,open,,no,no,,19.95,17.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Shea-Moisture-Milk-2.jpg,,,simple,,,,
Shea Moisture Coconut &amp; Hibiscus Curl &amp; Shine Shampoo 13oz / 236ml,shea-moisture-coconut-hibiscus-curl-shine-shampoo-13oz-236ml,5208,,Shea Moisture Coconut &amp; Hibiscus Curl &amp; Shine Shampoo  made with natural ingredients for natural thick &amp; curly hairs.,publish,0,08/09/2017 19:47,1,open,,no,no,,19.95,17.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/shea-moisture-shampoo-3.jpg,,,simple,,,,
Shea Moisture Coconut &amp; Hibiscus Curl &amp; Shine Conditioner 13oz / 384ml,shea-moisture-coconut-hibiscus-curl-shine-conditioner-13oz-384ml,5209,,Shea Moisture Coconut &amp; Hibiscus Curl &amp; Shine Conditioner made with of natural ingredients for natural thick &amp; curly hairs.,publish,0,08/09/2017 19:47,1,open,,no,no,,19.95,17.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/shea-moisture-pink-conditioner-2.jpg,,,simple,,,,
Shea Moisture Coconut &amp; Hibiscus Hold &amp; Shine Moisture Mist 8oz / 236ml,shea-moisture-coconut-hibiscus-hold-shine-moisture-mist-8oz-236ml,5210,,Shea Moisture Coconut &amp; Hibiscus Hold &amp; Shine Moisture Mist made of natural ingredients for natural thick and curly hairs.,publish,0,08/09/2017 19:47,1,open,,no,no,,19.95,17.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/shea-moisture-curl-hold-and-shine-moisture-mist-2.jpg,,,simple,,,,
Shea Moisture Coconut &amp; Hibiscus Co-Wash Conditioning Cleanser 8zo / 237ml,shea-moisture-coconut-hibiscus-co-wash-conditioning-cleanser-8zo-237ml,5211,,Shea Moisture Coconut &amp; Hibiscus Co-Wash Conditioning Cleanser made with natural ingredients for natural thick &amp; curly hairs.,publish,0,08/09/2017 19:47,1,open,,no,no,,19.95,17.95,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Shea-Moisture-cleanser-2.jpg,,,simple,,,,
Aunt Jackie's Knot On My Watch 355ml/ 12oz,aunt-jackies-knot-on-my-watch-355ml-12oz,5212,,"Aunt Jackies Knot On My Watch instant detangling therapy is sulfate/ paraben/ mineral oil/ petroleum free helps softens, restore, moisture balance and eliminates knots and tangles for natural curls, coils and waves hairs.",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jakies-knot-on-my-1.jpg,,,simple,,,,
Aunt Jackie's Curl La La Define Curl custard 15oz,aunt-jackies-curl-la-la-define-curl-custard-15oz,5213,,"Aunt Jackie's Curl La La Define Curl custard has no sulfate, paraben, mineral oil, petrolatum for natural curls, coils and waves hairs.",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jakies-define-curl-1.jpg,,,simple,,,,
Aunt Jackie's Girls Baby Girl Curls 15oz,aunt-jackies-girls-baby-girl-curls-15oz,5214,,"Aunt Jackie's Girls Baby Girl Curls curling twisting custard without sulfate, paraben, mineral oil, petrolatum free for naturally curly, coily and wavy hair",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jackies-girls-baby-girl-custard-creme-activ-1.jpg,,,simple,,,,
Aunt Jackie's Girls Knot having it leave-in ultimate detangling moisturizer 355ml/ 12oz,aunt-jackies-girls-knot-having-it-leave-in-ultimate-detangling-moisturizer-355ml-12oz,5216,,"Aunt Jackie's girls Knot having it leave-in ultimate detangling moisturizer for childrens natural curly, coils and waves hairs without sulfate, paraben, petrolatum and mineral oil free.",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Aunt-Jackies-Leave-in-Condioner-lotion-2.jpg,,,simple,,,,
Aunt Jackie's Girls E-blast vitamin &amp; flaxseed nourishing scalp remedy 237ml/ 8oz,aunt-jackies-girls-e-blast-vitamin-flaxseed-nourishing-scalp-remedy-237ml-8oz,5217,,"Aunt Jackie's Girls E-blast vitamin &amp; flax seed nourishing scalp remedy for braids, locs, twist, coils and chronically dry scalp and hairs. Enriched with coconut oil, Shea butter and extra virgin olive oil",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jakies-Girls-oil-Spray-2.jpg,,,simple,,,,
Aunt Jackie's Girls Soft &amp; Sassy super duper softening conditioner 15oz,aunt-jackies-girls-soft-sassy-super-duper-softening-conditioner-15oz,5218,,"Aunt Jackie's Girls Soft &amp; Sassy super duper softening conditioner without sulfate, paraben, mineral oil, petrolatum free for natural curly, coily and wavy hairs.",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Aunt-Jackies-Girl-Conditioner-1.jpg,,,simple,,,,
Aunt Jackie's Girl Head Up moisturizing &amp; softening Shampoo 355ml,aunt-jackies-girl-head-up-moisturizing-softening-shampoo-355ml,5219,,"Aunt Jackie's Girl Head Up moisturizing &amp; softening Shampoo without sulfate, mineral oil, paraben, petrolatum free for natural curly, wavy and coils hairs.",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt_jackies_heads_up__24162.1432213748.215.215-1.jpg,,,simple,,,,
Aunt Jackie's In control moisturizing &amp; softening conditioner 15oz,aunt-jackies-in-control-moisturizing-softening-conditioner-15oz,5220,,"Aunt Jackie's In control moisturizing &amp; softening conditioner without sulfate, paraben, mineral oil, petrolatum free for natural curls, coils and waves.

Enriched with Shea butter &amp; Olive oil",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jakies-condition-1.jpg,,,simple,,,,
Aunt Jackie's Don't shrink flaxseed elongating curling gel 15oz,aunt-jackies-dont-shrink-flaxseed-elongating-curling-gel-15oz,5221,,"Aunt Jackie's Don't shrink flaxseed elongating curling gel without sulfate, mineral oil, petrolatum, paraben free for natural curls, coils and waves enriched with flaxseed and wheat protein",publish,0,08/09/2017 19:47,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/aunt-jakies-Curly-Gel-1.jpg,,,simple,,,,
Cantu Shea butter for natural hair conditioning co-wash 10 oz,cantu-shea-butter-for-natural-hair-conditioning-co-wash-10-oz,5222,,Cantu Shea butter for natural hair conditioning co-wash creamy cleanser gently removes build ups. Leaves hair clean and moisturized,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-Co-wash-1.jpg,,,simple,,,,
Cantu Shea butter for natural hair coil calm detangler 8oz,cantu-shea-butter-for-natural-hair-coil-calm-detangler-8oz,5223,,Cantu Shea butter for natural hair coil calm detangler spray,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-Coil-Calm-spray-1.jpg,,,simple,,,,
Cantu Shea butter curling custard for natural hair 355ml/ 12oz,cantu-shea-butter-curling-custard-for-natural-hair-355ml-12oz,5224,,Cantu Shea butter curling custard for natural hair helps infuses curls with moisture for superb definition provides brilliant shine with enough hold.,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-curling-custard-1.jpg,,,simple,,,,
Cantu Shea butter coconut curling cream for natural hair 12oz,cantu-shea-butter-coconut-curling-cream-for-natural-hair-12oz,5225,,"Cantu Shea butter coconut curling cream for natural hair helps heal dry, damaged hair by providing intense moisture &amp; strength.",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-coconut-cream-1.jpg,,,simple,,,,
Cantu Shea butter deep treatment masque for natural hair 12oz,cantu-shea-butter-deep-treatment-masque-for-natural-hair-12oz,5226,,"Cantu Shea butter deep treatment masque for natural hair helps heal dry, damaged hair and provides intense moisture &amp; strength.",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-deep-masque-1.jpg,,,simple,,,,
Cantu Shea butter flat iron spray,cantu-shea-butter-flat-iron-spray,5227,,Cantu Shea butter flat iron spray,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-flat-iron-1.jpg,,,simple,,,,
Cantu Shea butter leave in conditioning repair cream for natural hair 355ml/ 12oz,cantu-shea-butter-leave-in-conditioning-repair-cream-for-natural-hair-355ml-12oz,5228,,"Cantu Shea butter leave in conditioning repair cream for natural hair stops and mends hair breakage leaves hair soft, shiny and manageable",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-for-natural-hair-leave-in-condt-1.jpg,,,simple,,,,
Cantu Argan oil leave in conditioning repair cream 16OZ/ 473ML,cantu-argan-oil-leave-in-conditioning-repair-cream-16oz-473ml,5229,,"Cantu Argan oil leave in conditioning repair cream deeply moisturizers to protect hair from damage.

formulated for over-heated, over-styled hair",publish,0,08/09/2017 19:48,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-leave-in-conditioner-argan-oil-1.jpg,,,simple,,,,
Cantu Shea butter moisturizing twist &amp; lock gel for natural hair 13oz,cantu-shea-butter-moisturizing-twist-lock-gel-for-natural-hair-13oz,5230,,Cantu Shea butter moisturizing twist &amp; lock gel for natural hair controls frizz for a silky smooth hold,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-lock-and-twist-1.jpeg,,,simple,,,,
Cantu Shea butter for natural hair coconut oil shine &amp; hold mist,cantu-shea-butter-for-natural-hair-coconut-oil-shine-hold-mist,5231,,Cantu Shea butter coconut oil shine &amp; hold mist for natural hair spray,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-mist-1.jpg,,,simple,,,,
Cantu Shea butter Moisturizing curl activator cream for natural hair 355ml/ 12oz,cantu-shea-butter-moisturizing-curl-activator-cream-for-natural-hair-355ml-12oz,5232,,"Cantu Shea butter moisturizing curl activator cream for natural hair produces frizz free smooth, bouncy curls and activates curls, delivers volume and adds shine.",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-Moisturizing-curl-activator-1.jpg,,,simple,,,,
Cantu Shea butter creamy hair lotion for natural hair 355 ml/ 12oz,cantu-shea-butter-creamy-hair-lotion-for-natural-hair-355-ml-12oz,5233,,"Cantu Shea butter creamy hair lotion for natural conditions curly, kinky and wavy hairs. Leaves curls full of body and shine helps detangles and softness hairs.",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-natural-hair-hair-lotion-1.jpg,,,simple,,,,
Cantu Shea butter daily oil moisturizer 385ml/ 13oz,cantu-shea-butter-daily-oil-moisturizer-385ml-13oz,5234,,"Cantu Shea butter daily oil moisturizer made with pure shea butter helps prevent breakage, tangling and frizz. Restores moisture to dry damaged hair and scalp leaves hair soft and silky smooth with lasting shine",publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-oil-moisturizer-1.jpg,,,simple,,,,
Cantu Shea butter hair dressing pomade 4oz,cantu-shea-butter-hair-dressing-pomade-4oz,5235,,Cantu Shea butter hair dressing pomade made with pure shea butter texturizes and adds control for all hairstyle and adds shine,publish,0,08/09/2017 19:48,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-pomade-1.jpg,,,simple,,,,
Cantu Shea butter Natural Hair Hydrating Cleansing Conditioner 400ml/ 13.5oz,cantu-shea-butter-natural-hair-hydrating-cleansing-conditioner-400ml-13-5oz,5236,,Cantu Shea butter moisturizing rinse out conditioner sulfate free made with pure Shea butter repairs and strengthens damaged hair helps leaves hair soft and smooth and protects from heat damage,publish,0,08/09/2017 19:48,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu_sulfate_free_conditioner-1.jpg,,,simple,,,,
Cantu Shea butter Moisturizing cream shampoo 400ml/ 13.5oz,cantu-shea-butter-moisturizing-cream-shampoo-400ml-13-5oz,5244,,Cantu Shea butter Moisturizing cream shampoo made with pure Shea butter gentle formula leaves hairs soft and shiny safe for relaxed or color treated hair,publish,0,08/09/2017 19:49,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-shampoo-1.jpg,,,simple,,,,
Cantu Shea butter Hydrating cream conditioner for natural hair 400ml/ 13.5oz,cantu-shea-butter-hydrating-cream-conditioner-for-natural-hair-400ml-13-5oz,5245,,Cantu Shea butter sulfate free Hydrating cream conditioner for natural hair helps hair retain natural oils and leaves  hair healthy &amp; hydrated for natural &amp; coloured hair made with 100% pure Shea butter,publish,0,08/09/2017 19:49,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-sulfate-free-Conditioner-1.png,,,simple,,,,
Cantu Cleansing cream shampoo for natural hair 4..ml/ 13.5oz,cantu-cleansing-cream-shampoo-for-natural-hair-4-ml-13-5oz,5246,,Cantu Sulfate free Cleansing cream shampoo for natural hair gently removes heavy build up leaves hair healthy and clean for natural and colored hairs,publish,0,08/09/2017 19:49,1,open,,no,no,,8.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Cantu-sulfate-free-shampoo-1.jpg,,,simple,,,,
Cantu Shea butter super shine hair silk 180ml/ 6oz,cantu-shea-butter-super-shine-hair-silk-180ml-6oz,5247,,"Cantu Shea butter super shine hair silk helps prevent breakage, repair splits and reduces frizz. Leaves hair silky smooth",publish,0,08/09/2017 19:49,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/cantu-super-shine-1.jpg,,,simple,,,,
African Pride Dreams kids Anti-breakage hair strengthener olive miracle creme 6oz,african-pride-dreams-kids-anti-breakage-hair-strengthener-olive-miracle-creme-6oz,5248,,African Pride Dreams kids Anti-breakage hair strengthener olive miracle creme for natural hairs,publish,0,08/09/2017 19:49,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/african-pride-dream-kids-creme-1.jpg,,,simple,,,,
African Pride dreams kids anti-breakage detangling oil moisturizer 355ml/ 12oz,african-pride-dreams-kids-anti-breakage-detangling-oil-moisturizer-355ml-12oz,5249,,African Pride dreams kids anti-breakage detangling oil moisturizer lotion for natural hairs,publish,0,08/09/2017 19:49,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/african-pride-kids-oil-moisturizing-1.jpg,,,simple,,,,
African Pride Dreams Kids Olive Miracle Relaxer Regular,african-pride-dreams-kids-olive-miracle-relaxer-regular,5250,,African Pride Dreams Kids Olive Miracle anti- breakage no- Lye creme Relaxer,publish,0,08/09/2017 19:49,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/african-pride-relaxer-1.jpg,,,simple,,,,
African Pride Dream Kids Olive Miracle Soothing moisturizing Braid Spray,african-pride-dream-kids-olive-miracle-soothing-moisturizing-braid-spray,5259,,African Pride Dream Kids Olive Miracle soothing moisturizing braid spray provides hairs soft and silky.,publish,0,08/09/2017 19:49,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/APR47312-200x230-1.jpg,,,simple,,,,
African Pride Dream Kids Olive Miracle detangling moisturizing conditioner 355ml/ 12oz,african-pride-dream-kids-olive-miracle-detangling-moisturizing-conditioner-355ml-12oz,5260,,African Pride Dream Kids Olive Miracle detangling moisturizing conditioner lotion,publish,0,08/09/2017 19:49,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Ap-Dream-kids-Moist-Cond-1.jpg,,,simple,,,,
African Pride Dreams Kids olive miracle quick bounce Detangling pudding 15oz,african-pride-dreams-kids-olive-miracle-quick-bounce-detangling-pudding-15oz,5261,,African Pride Dreams Kids olive miracle quick bounce Detangling pudding,publish,0,08/09/2017 19:49,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-bounce-1.jpg,,,simple,,,,
African Pride Dream kids olive miracle instant moisturizing detangler 235ml/ 8oz,african-pride-dream-kids-olive-miracle-instant-moisturizing-detangler-235ml-8oz,5262,,African Pride Dream kids olive miracle instant moisturizing detangler spray,publish,0,08/09/2017 19:50,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-detangler-1.jpg,,,simple,,,,
African Pride Dreams kids olive miracle detangling moisturizing leave in conditioner 15oz,african-pride-dreams-kids-olive-miracle-detangling-moisturizing-leave-in-conditioner-15oz,5263,,African Pride Dreams kids olive miracle detangling moisturizing leave in conditioner,publish,0,08/09/2017 19:50,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-leave-in-cond-1.jpg,,,simple,,,,
African Pride Olive miracle detangling moisturizing shampoo,african-pride-olive-miracle-detangling-moisturizing-shampoo,5264,,African Pride Olive miracle detangling moisturizing shampoo,publish,0,08/09/2017 19:50,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-shampoo-1.jpg,,,simple,,,,
African Pride Dream kids Olive miracle soothe restore &amp; shine oil 177ml/ 6oz,african-pride-dream-kids-olive-miracle-soothe-restore-shine-oil-177ml-6oz,5265,,African Pride Dream kids Olive miracle soothe restore &amp; shine oil,publish,0,08/09/2017 19:50,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-shine-oil-1.jpg,,,simple,,,,
African Pride olive miracle smooth edges anti-frizzy conditioning gel 6oz,african-pride-olive-miracle-smooth-edges-anti-frizzy-conditioning-gel-6oz,5266,,African Pride olive miracle smooth edges anti-frizzy conditioning gel,publish,0,08/09/2017 19:50,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/dream-kids-smooth-edges-1.jpg,,,simple,,,,
Creme of Nature with Argan oil Perfect Edges,creme-of-nature-with-argan-oil-perfect-edges,5267,,Creme of Nature with Argan oil Perfect Edges helps hold perfect and provide shine to the hairs.,publish,0,08/09/2017 19:50,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/CON-Argan-Oil-Edge-1.jpg,,,simple,,,,
Creme of nature Argan oil Gloss &amp; Shine mist,creme-of-nature-argan-oil-gloss-shine-mist,5276,,"Creme of nature Argan oil Gloss &amp; Shine mist is a light wieght instant shine helps to protect, conditions and controls frizz",publish,0,08/09/2017 19:50,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/CON-Argan-Oil-Mist-1.jpg,,,simple,,,,
Creme of Nature Oil moisturizer with Argan oil 250ml/ 8.45oz,creme-of-nature-oil-moisturizer-with-argan-oil-250ml-8-45oz,5277,,"Creme of Nature Oil moisturizer with Argan oil restore moisture, heat protectant and adds shine",publish,0,08/09/2017 19:50,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/CON-Argan-Oil-Moisturizing-1.png,,,simple,,,,
Creme of nature 7 in 1 leave-in treatment with Argan oil,creme-of-nature-7-in-1-leave-in-treatment-with-argan-oil,5278,,Creme of nature 7 in 1 leave-in treatment with Argan oil,publish,0,08/09/2017 19:50,1,open,,no,no,,7.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/SBS-105321-1.jpg,,,simple,,,,
Creme of nature Moisture &amp; shine shampoo with Argan oil 354ml/ 12oz,creme-of-nature-moisture-shine-shampoo-with-argan-oil-354ml-12oz,5279,,"Creme of nature Moisture &amp; shine shampoo with Argan oil has no sulfate. For natural curly, wavy, kinky and straight hairs.",publish,0,08/09/2017 19:50,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/CON-ARGAN-Shampoo-1.jpg,,,simple,,,,
Creme of nature style &amp; shine foaming mousse with Argan oil,creme-of-nature-style-shine-foaming-mousse-with-argan-oil,5280,,Creme of nature style &amp; shine foaming mousse with Argan oil,publish,0,08/09/2017 19:50,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/CON-ARGAN-wraping-foam-1.jpg,,,simple,,,,
Creme of nature Gloss &amp; shine polisher with Argan oil 118ml,creme-of-nature-gloss-shine-polisher-with-argan-oil-118ml,5281,,Creme of nature Gloss &amp; shine polisher with Argan oil,publish,0,08/09/2017 19:51,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/argan-oil-glosifier-1.jpeg,,,simple,,,,
Creme of nature 100% pure Argan Oil,creme-of-nature-100-pure-argan-oil,5282,,Creme of nature 100% pure Argan Oil,publish,0,08/09/2017 19:51,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Creme-of-nature-argan-oil-100-1.jpg,,,simple,,,,
Creme of nature Intensive conditioning treatment with Argan oil 354ml/ 12oz,creme-of-nature-intensive-conditioning-treatment-with-argan-oil-354ml-12oz,5283,,Creme of nature Intensive conditioning treatment with Argan oil helps strengthens imports moisture and prevents hair breakages,publish,0,08/09/2017 19:51,1,open,,no,no,,5.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Creme-of-nature-argan-oil-conditioner-1.jpg,,,simple,,,,
Creme of Nature Strength &amp; Shine Leave-in conditioner 250ml/ 8.45oz,creme-of-nature-strength-shine-leave-in-conditioner-250ml-8-45oz,5291,,Creme of Nature Strength &amp; Shine Leave-in conditioner spray,publish,0,08/09/2017 19:51,1,open,,no,no,,6.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/Creme-of-nature-argan-spray-leave-in-conditioner-1.jpg,,,simple,,,,
IC Fantasia Curl styling pudding with Argan Oil 16oz,ic-fantasia-curl-styling-pudding-with-argan-oil-16oz,5292,,IC Fantasia Curl styling pudding with Argan Oil,publish,0,08/09/2017 19:51,1,open,,no,no,,9.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/ic-argan-oil-pudding-1.jpg,,,simple,,,,
IC Fantasia Smoothing Serum with Argan Oil 183.4ml/ 6.2oz,ic-fantasia-smoothing-serum-with-argan-oil-183-4ml-6-2oz,5293,,"IC Fantasia Smoothing Serum with Argan Oil for straight/ soft hairs provides anti frizz, moisture control formula , heat protector and ultimate shine treatment",publish,0,08/09/2017 19:51,1,open,,no,no,,9.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/ic-argan-oil-serum-1.jpg,,,simple,,,,
IC Fantasia Curl define creme with Argan Oil 183.4ml/ 6.2 oz,ic-fantasia-curl-define-creme-with-argan-oil-183-4ml-6-2-oz,5294,,IC Fantasia Curl define creme with Argan Oil,publish,0,08/09/2017 19:51,1,open,,no,no,,9.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,http://afrobeautyplaza.nl/wp-content/uploads/2017/08/ic-argan-oil-1.jpg,,,simple,,,,
